id,price,moonRank,💎 score (%),storeURL,Background,Body,Clothing,Eyes,Head,Mouth
2365,75,8088,0,https://solanart.io/search/?token=4LYsCh7zxGarL8b9BzjRqXTsf9XyGCirmk1GtPfmk89X,Blue,Tribesman,Knitted Tee,Wide Eyed,Red Fedora,Content
2367,55.549999,4458,0,https://solanart.io/search/?token=61eixxFcgoP1a17GcvZBT9AWYZQ8dWRLRzd1n99rQdHV,White,Tribesman,Racing Jacket,Camcorder,Headset,Dumbfounded
2372,26.1,2296,28.81,https://solanart.io/search/?token=4m8BA4gEguCFh5kSRqBc7E73pxu4jCKnwcXcu9ujRYkL,Pink,Tiger,Diving Jacket,Classy Glasses,Pom Beanie,Jngl Grill
2373,60,1778,0,https://solanart.io/search/?token=2YCAcnaD9ntLewkajPKhb1sWckEt8R4zYyc9D5QUJTRa,Purple,Glitch,Racing Jacket,Slashed,Ponytail,Amused
2375,22,4390,61.43,https://solanart.io/search/?token=HvTytBTsTfeH5VeX5SEGn5HJrHaqqJLn1FZgtChskWrF,Pink,Skeleton,Pullover,Wide Eyed,Braids,Jngl Grill
2396,99,7069,0,https://solanart.io/search/?token=EstAek6k1MAoFczSHtFePiJGt35mmszHCQ8AUnthDvnX,Orange,Naked,Wifebeater,Squinted,P-Cap,Tnt
2400,29,3584,0,https://solanart.io/search/?token=92ANuRPPsu5cR233nvhZ4L3GRP6roMoAJtRH6EH68Ygs,White,Naked,Aviator Jacket,Undercover Glasses,Pilot Helmet,Cigar
2401,79.900002,6031,0,https://solanart.io/search/?token=AAvpGqPda4bBvEY8Wgv2FbWVF6ydMu2gSWRqkVisuncH,White,Naked,Royal Coat,Classy Glasses,Horned Cap,Cigar
2402,30,486,0,https://solanart.io/search/?token=7PECjN4oa3AunwLxbn5cEEn2tirawxeRssWnMFbQHVuo,Yellow,Intestines,Wifebeater,Snow Goggles,Camo Cap,Cigarette
2404,30,7591,0,https://solanart.io/search/?token=741Cg3XRyqmsmLwf82coKNYHGsoQfVE5axoDgpa7Kn1f,Purple,Stone,Motorcycle Jacket,Questionable,Professor,Content
2405,666,5684,0,https://solanart.io/search/?token=uBLk1JXYJP5qogjRvPknKSRbi4uVmsqiqPLDRnJsJAS,Blue,Naked,Contemporary Polo,Baller Shades,Professor,Amused
2406,42,4798,0,https://solanart.io/search/?token=FbBzv3a73Rpr74Zi4QeKqrJZjgBbFvvBNjRswBThYscr,Purple,Naked,Anorak,Hockey Mask,Medic Cap,Skelly
2407,40,520,0,https://solanart.io/search/?token=BHAn8cgf3E9iqu8bErDsEhrrrYzWj674FUyQK7oW8B4,Orange,Pill,Tri-Color Zip-Up,Parallelogram Glasses,Pom Beanie,Skelly
2409,29,2222,0.11,https://solanart.io/search/?token=EieDSuie99FikgHv7QA7yUUTKdHE1hgqADz66JyyxPu4,Blue,Caution Tape,Straight Jacket,Baller Shades,Outdoor Hat,Stitches
2412,200,910,0,https://solanart.io/search/?token=8hcPVGQ6NzbxPuoRKgmvLbkJJWQQ3eLmMbXZFn81hcWt,White,Caution Tape,Space Suit,Squinted,Captain Cap,Cigarette
2415,65,418,0,https://solanart.io/search/?token=6rE64rPCVpinSnCoNycNY24oXhmVjoSV7NNwRSfRjxVj,Yellow,Glitch,Casual Zip-Up,Undercover Glasses,Football Helmet,Skelly
2428,49,637,0,https://solanart.io/search/?token=FKo7CMtppJxXcSbHaQiNpYvsYrcnPCohzVXLQqSwfX64,Red,Skeleton,Fur Robe,Slashed,Standing Dreads,Snake
2435,21.9,3614,65.54,https://solanart.io/search/?token=BLaf3ZFcyqbqFFTSZXhNJGnkxGWeE28F3TXvyyqdFV4d,Pink,Naked,Color Block Zip-Up Jacket,Enucleated,Crew Cut,Jngl Grill
2438,44.439999,8080,0,https://solanart.io/search/?token=Y9NwjuueZhEAqXVvD1aWcwgdA7wLzrMKRSmxabHVSEM,Purple,Scarred,Color Block Zip-Up Jacket,Squinted,Drummer,Content
2440,44.439999,5603,0,https://solanart.io/search/?token=3WoLZd7iVRZZMkRDxk6VtekoMWJT3a4RTeDVnWYbwr4r,Lilac,Naked,Prisoner Uniform,Striped,Pom Beanie,Pipe
2447,25,5313,27.74,https://solanart.io/search/?token=Ar31Ww1kr6fiJcuKNkAfR3YfER8Dpka5WXiPcMdoB5pv,Pink,Scarred,Color Block Zip-Up Jacket,Undercover Glasses,Football Helmet,Content
2452,71,5372,0,https://solanart.io/search/?token=6d7gJm3BuZpoMEHKmxgesv4Udz3ukBz34UK9KuWioMMh,White,Test Dummy,Half Zip Pullover,Squinted,Guzzler Hat,Content
2462,24,3066,46.73,https://solanart.io/search/?token=4suZcrr9TPuZ7uM2KgpgosMxf7Zy72zHXLTBPv5Z6YNA,Lilac,Tribesman,Mechanic Jacket,Cyber Gas Mask,Arrow,Amused
2480,25,2062,40.75,https://solanart.io/search/?token=3oMZDzbeJG7G28KgvU4QZ49Z9PfoLTF2NGAjGqgxk9KD,Orange,Scarred,Baseball Jersey,Wide Eyed,Unkept Hair,Snake
2482,55,9027,0,https://solanart.io/search/?token=DpgmBjRghA9muB6HdPS2NMMhwsYJbtN4h1SrnrCCGAdf,Lilac,Mutated Zombie,Army Jacket,Eye Patch,None,Tnt
2486,40,6208,0,https://solanart.io/search/?token=J8QZUwZLmb6vaHYGuA8Kkke3r7d6kaUihaKebWyRyiTy,Red,Naked,Cardigan Sweater,Thinking,Headshot,Snake
2491,90,5884,0,https://solanart.io/search/?token=9JxxYowjkXwX8mNEMKBHpRsSmHFD4Fy5G1jpPYB8k2B3,Mint,Caution Tape,None,Monocle,Beanie,Dumbfounded
2495,50,877,0,https://solanart.io/search/?token=BF51zwYr9N8VesHbKE9w3FnfuztHxfH7obCq2Q3S3fSX,Lilac,Mutated Zombie,Exoskeleton,Questionable,Stunt Dummy Helmet,Skelly
2517,69,348,0,https://solanart.io/search/?token=CzqCRrdLc6jZtP2bT22gUvK3DEkY3saymR6VDtkvcUkd,Purple,Robot,Football Pads,Cyber Gas Mask,Spartan Helmet,Banana
2524,25,5978,25.08,https://solanart.io/search/?token=G2M6x6RZpWQjDpA9hqaxXykzKimXGZnEfgbCYTN9uL91,Blue,Scarred,Blingin Polo,Mummified,Arrow,Excited
2525,35,6316,0,https://solanart.io/search/?token=GCKk7hWhNs4amaUnXCVbkgh9hJXCAHQ5EAC9ZSCHdeuG,Lilac,Stone,Royal Coat,Mummified,Reggae Braids,Content
2549,30,8229,0,https://solanart.io/search/?token=5E8KcCiqQM2uUiE2SAsFVqYv1BPSpAe17YDYjv9w57Ge,White,Tribesman,Championship Belt,Eyeball,None,Sassy
2556,38,5138,0,https://solanart.io/search/?token=4erk3kVMYyEBmUvLSxDN42tGmHwbfMq8tJJZekiWcLpk,Pink,Mutated Zombie,Winter Coat,Classy Glasses,Horned Cap,Cigarette
2559,50,4452,0,https://solanart.io/search/?token=9acUvmFFN7Sxx7RtUb3KXCha9yqptFcV8opEQRFC367U,Blue,Caution Tape,Half Zip Pullover,Thug Life Glasses,Horned Cap,Amused
2563,100,8241,0,https://solanart.io/search/?token=G72ayVuStz24JsHPpVP5fkewSypnkwXgayaNwg22qDKA,Red,Mutated Zombie,Windbreaker,Hockey Mask,None,Vampire
2568,37,3383,0,https://solanart.io/search/?token=7CLTx6oELbHfqwgCQ37TQNbAqXxwC6yMrzZK1d4Tr6Qg,White,Robot,Varsity Jacket,Crossed Out,Camo Cap,Stitches
2572,24,6744,32.01,https://solanart.io/search/?token=33kgm6vc4V8MEfeoWqNdhAp5X9a6Av9mwqJBVNP8ppMr,Red,Naked,Armor,Baller Shades,Racing Helmet,Dumbfounded
2574,26.6,5650,10.39,https://solanart.io/search/?token=Gt1eyEfB6b84QQG9rmjJUuRVbgVpnWzJsr5QMmodNGTL,Pink,Stone,Turtleneck,Thinking,Horned Cap,Amused
2576,39.69696,9011,0,https://solanart.io/search/?token=AtLuF14bt3GJtA52xD5NsTGzLD94pi8E3ictmpgvchLg,Yellow,Robot,Iridescent Windbreaker,Superstar Glasses,None,Tnt
2577,27,5970,5.11,https://solanart.io/search/?token=H1tK2KTejYG1zRM15vdKQ4R2i9V6wJGrjgpadFpCeAcC,Green,Naked,Bouncer,Meth Scientist,P-Cap,Dumbfounded
2579,30,6943,0,https://solanart.io/search/?token=D9Ho2GUXvGXMJqsXdPcoTb7VqVqD3D4DinyTTdBBnYLb,Pink,Naked,Tri-Color Zip-Up,Thinking,Ponytail,Excited
2584,30,1320,0,https://solanart.io/search/?token=AygZAbtCTYMqEzeBEdWWtoCsLMBjup9YCmyeVg8snW7z,Purple,Pill,Anorak,Mummified,Pink Bandana,Pipe
2588,777,3316,0,https://solanart.io/search/?token=MknsRYEDCywdrb3mVvJEgUsypgwFW44Y4XC9p69uand,Pink,Naked,Alchemist Jacket,Bandages,Pom Beanie,Pipe
2598,22.99,9512,31.03,https://solanart.io/search/?token=C1wc1sMUwk48oXffwPwuMx5GKraEQUKQfEHZSvYLzWtQ,Mint,Scarred,Painting Jacket,Pritv,None,Excited
2600,100,311,0,https://solanart.io/search/?token=G3E8nR8Cn3Cz7Ww9XkDvNcAfu955KuvgYDmZN4sqLiFE,Purple,Test Dummy,Pullover,Baller Shades,Racing Helmet,Vampire
2601,25.99,8710,4.24,https://solanart.io/search/?token=BsLugBSfwWjdJikJAA3DiukMwkQjfiTC6nLxdeQ2QNq9,Mint,Mutated Zombie,Cardigan Sweater,Flip-Up Glasses,None,Bubble Gum
2630,100,3071,0,https://solanart.io/search/?token=8JDLedoDQSwixPJZahDBprb2UMwP1FhqzWue75Rvbcx,Purple,Skeleton,Football Pads,Camcorder,Guzzler Hat,Amused
2634,33,5455,0,https://solanart.io/search/?token=ELXH3rzYcJZ9YiZCyTELCZToxVLSgUPngJjUnENGtczb,Red,Pill,Racing Jacket,Monocle,P-Cap,Content
2644,32,7317,0,https://solanart.io/search/?token=5p3DECo786nHAoqCHsreQ8w92YNXUKWf8y7gJUmVMjS9,Mint,Skeleton,Striped Tee,Vr Headset,None,Vampire
2646,40,1078,0,https://solanart.io/search/?token=EEQDujLii6mW22X8NqDAdjTN3KhGicYDTqC5b15ks1Ys,Yellow,Stone,Basic Hoodie,Thief,Propeller Hat,Pipe
2651,100,7873,0,https://solanart.io/search/?token=FChRVvMeEjvs8Xqr2HF1REDrGa9joAjMUCqHZAhgrQbf,Blue,Naked,Cardigan Sweater,Jngl Intestines,Antlers,Content
2657,45,3503,0,https://solanart.io/search/?token=BQckTnv2q6yL2UesQo97Lufrq2bAe2M6zmTSo9PEh5zs,Blue,Robot,Button-Up Shirt,Squinted,Bearskin Hat,Dumbfounded
2659,25,3171,36.31,https://solanart.io/search/?token=6h8rFLqerHX4Qn1qimC7vt4aNyZiJ271GTJ73RDMVk3S,Pink,Scarred,Pullover,Squinted,Camo Bandana,Cigar
2663,33,6412,0,https://solanart.io/search/?token=9AccDntPrrC8WyejWNqkq5seAKiih2Ub6sjGFnzqipK,Yellow,Caution Tape,Winter Coat,Enucleated,Outdoor Hat,Cigarette
2667,28,3363,5.54,https://solanart.io/search/?token=2vogzZDT34UeBhADYk5QbVNmDRCVZXmDihM2Cs69DF8J,Green,Robot,Basketball Jersey,Striped,Headset,Cigarette
2671,44.400002,2074,0,https://solanart.io/search/?token=Hmn2rJPhUrtVdt3SFHUhTaMoVo2coEANbkw1irDxDc6v,Yellow,Robot,Bouncer,Monocle,Anonymous,Cigarette
2682,40,5881,0,https://solanart.io/search/?token=6MLAHp7umrwMZ5zUBe5YHAvzXVqPymBgSSXDZpkQx7WG,Mint,Naked,Motorcycle Jacket,Slashed,Crown,Cigarette
2684,25.65,2887,30.95,https://solanart.io/search/?token=9mx56hn6oarbTM9o4GuBCnKYW7JWM8gmeeQg4mNiVF8J,Yellow,Stone,Diving Jacket,Bandages,Headset,Pipe
2686,69,1181,0,https://solanart.io/search/?token=3BkuaXaXDx3JZ9fTGnhmDu6SYUd6GWh24SbUzg9Xs2Mi,Lilac,Scarred,Fur Coat,Thief,Headdress,Sassy
2690,30,1708,0,https://solanart.io/search/?token=BXxUFPZvaVFQ4BBpaCSJiddzQv3x6ADy9pw5XEjV4MPi,Blue,Glitch,Varsity Jacket,Camcorder,Luscious Hair,Sassy
2692,25,3647,34.4,https://solanart.io/search/?token=3fKRyUPeuk46eFt6MTR3uR9mu4R878mpBk4aZnzwbHmD,Pink,Naked,Baseball Jersey,Eyeball,Skate Helmet,Pipe
2698,55,3957,0,https://solanart.io/search/?token=Crp8JrnEEvFmBp5WVcw3SQq5KYsVwH4kk97YoGAsdjdi,Purple,Stone,Mechanic Jacket,Enucleated,Hippie Hat,Bubble Gum
2699,36.990002,9646,0,https://solanart.io/search/?token=Gp2kzbmpHBruLnnNhSkpr4pUDFT3rKSSUB5ZyUZpMgch,Mint,Caution Tape,Winter Coat,Pritv,None,Dumbfounded
2705,34,8083,0,https://solanart.io/search/?token=EmXuk8LkDk8SfHkRbBHmeGBZuwWiWcR7ZdX3A3jrrHPc,Blue,Stone,Windbreaker,Baller Shades,None,Stitches
2732,54,2813,0,https://solanart.io/search/?token=2LvUp8KoVZvirMpYmU37TtGydh9B8xKnhWYoXiqovWH8,White,Glitch,Motorcycle Jacket,Snow Goggles,Cig Hat,Amused
2736,500,193,0,https://solanart.io/search/?token=6uW6LKSMw9F8rSyVbxZ2TpNs84DJ2kDYAqTc3KtuMyDr,Green,Glitch,Half Zip Pullover,Cyber Gas Mask,Crown,Vampire
2743,39.450001,3509,0,https://solanart.io/search/?token=DDG25V2gLW5mTSN8K61HWPUnEW4dvDRF7mmiRUmsRv1s,Pink,Skeleton,Casual Zip-Up,Monocle,Drummer,Sassy
2754,22.5,8493,40.01,https://solanart.io/search/?token=4MhX5h7zHJky4HifWCY68L87y8VbZXXj95B8ebMEA9ah,White,Mutated Zombie,Wifebeater,Pritv,None,Snake
2764,240,30,0,https://solanart.io/search/?token=BRZ3RPvxY2267Km9JhATYuq9mzSb1ayaBAeCDwMBgkR4,Pink,Test Dummy,Blingin Polo,Thief,Headdress,Bubble Gum
2769,22,3301,65.79,https://solanart.io/search/?token=5QpXqgCkFw6DqWwN3kWKtsW2Rnyck3WiCkJna5vkFKuz,Red,Tribesman,Hype Fanny Jacket,Eyeball,Propeller Hat,Vampire
2774,34,1443,0,https://solanart.io/search/?token=B7uofp8ASQsEdsZQrkNkaPz4okYDV61az6ZQWP9Ya1U9,Green,Skeleton,Exoskeleton,Questionable,Anonymous,Cigarette
2785,24,6192,34.22,https://solanart.io/search/?token=CZHnikDnubZGbvhxQdVwP1CYFAPbh8vVESwGpsjeVbXn,Purple,Pill,Mechanic Jacket,Undercover Glasses,Headset,Content
2787,1000,4356,0,https://solanart.io/search/?token=3zQKRZhwoRi4qCBq8sYZZmJdFWFdDzzwWbMAUMeeWUCe,Purple,Naked,Knitted Tee,Monocle,Crown,Cigar
2788,96,350,0,https://solanart.io/search/?token=GHoxaBa6xEN2rjbvuavLSGhGJyGrnuRS1tiX5kHjB9jc,Lilac,Intestines,Half Zip Pullover,Enucleated,Camo Bandana,Skelly
2793,22.6,6653,46.37,https://solanart.io/search/?token=6Cu58sbdfmTfWF6zXDjYRbaaXNwLU9VJRWQPALebZ5JP,Orange,Robot,Striped Polo,Reading Glasses,Thin Mohawk,Excited
2797,888,7264,0,https://solanart.io/search/?token=Fg5Wv7m9AVcar1QXAJNB9BUHBKJ3Py8nENfUZBFpqDHF,Purple,Robot,Casual Denim Jacket,Parallelogram Glasses,Reggae Braids,Content
2800,333,23,0,https://solanart.io/search/?token=9XNY5gGWrDn7h6YW2WKa8T5Z9CbmUCYmWfnJvFWsUaMQ,White,Test Dummy,Winter Coat,Censored,Skate Helmet,Stitches
2802,33.299999,1039,0,https://solanart.io/search/?token=3T6rafUqvRehgNxZGaAhvuVHaq68KFhfq2mHBeVA4Hzt,Pink,Test Dummy,Striped Polo,Thinking,Stunt Dummy Helmet,Bubble Gum
2803,28,1335,13.66,https://solanart.io/search/?token=5LbuyVs1XjV52jNtBoarj3DeWwbMue4FNxm24TsNGRYT,Lilac,Mutated Zombie,Diving Jacket,Jngl Intestines,Backwards Cap,Snake
2804,60,1419,0,https://solanart.io/search/?token=AHCcfQMhv11iA4SUmQYaiFBhtz7zPXefDa1LL6e4L5eL,Lilac,Pill,Mechanic Jacket,Parallelogram Glasses,Fedora,Tnt
2807,39.389999,712,0,https://solanart.io/search/?token=BkRrX2mEoRHwXPhh68r6RaQvB4t8Qtu6gXf84QsPoWPN,Lilac,Scarred,Sliced Cutoff,Stitched,Bearskin Hat,Dumbfounded
2815,50,1366,0,https://solanart.io/search/?token=2Pkwd538X8E77KmgfaYtCF53SSfbn6V88M1fCT6vZQB6,Pink,Scarred,Army Jacket,Thinking,Afro,Amused
2817,25,6130,24.47,https://solanart.io/search/?token=DUbtLKnfwVRRUkQqEhVuugS6vyYmyqu5SZdpB8LbPmPZ,Mint,Mutated Zombie,Diving Jacket,Thinking,Camo Cap,Tnt
2818,150,6249,0,https://solanart.io/search/?token=7GoxF7Hj8WCdQKPjMEHoxQDqeAYmBRi634VeBFrFBZ94,White,Caution Tape,None,Wide Eyed,Braids,Sassy
2826,149,421,0,https://solanart.io/search/?token=J1NN9K75F3YniwwVYkZCHbGx1NhWSPVhHcVDRk5Ra73x,Mint,Test Dummy,Striped Polo,Baller Shades,Brains,Stitches
2830,37,5932,0,https://solanart.io/search/?token=8R35nSJRYkZMHu5Y6GL8ukMsoH191y72WRuJfdD2uvbi,Mint,Robot,Anorak,Thief,P-Cap,Content
2834,50,2448,0,https://solanart.io/search/?token=NHFtYHzvTMYZQs6ihfqdZSWN2KMJyBxa29rA5fDGsLK,Orange,Robot,Varsity Jacket,Eyeball,Propeller Hat,Stitches
2837,35.990002,7008,0,https://solanart.io/search/?token=GaVzPhP2XgQRD62SC9vdsKtSWpUGJUauDyFqeJAM5Sax,Red,Robot,Fur Robe,Censored,Camo Cap,Content
2865,52,802,0,https://solanart.io/search/?token=E8J6eu2Zy74AYUL9rfEesEyKeqXUsZ8Y7Uv1py5m49bN,Orange,Skeleton,Fur Coat,Thug Life Glasses,Football Helmet,Jngl Grill
2878,100,1541,0,https://solanart.io/search/?token=4TArEK9PEbTsZi6TwHWcJVzpLiseqHXZJujAvFNu5LDk,Purple,Robot,Painting Jacket,Censored,Medic Cap,Skelly
2883,30,7841,0,https://solanart.io/search/?token=9gdP7PrZJFvqxJbWysCbPmAMLmdbnXosW2qcvh9LUbDS,Purple,Skeleton,Fur Coat,Thinking,Brains,Content
2885,550,76,0,https://solanart.io/search/?token=2uhr5VYVBNkM3mswmwUE37a8xwoQGigv66nKPCBMCYzm,Orange,Tiger,Space Suit,Thinking,Bucket Hat,Jngl Grill
2893,30,5979,0,https://solanart.io/search/?token=7gMLXKrHU4GgpofGJ2QunmgMQ4EEmVVaTksuY823kgaS,Pink,Scarred,Button-Up Shirt,Thinking,Drummer,Cigarette
2894,145,834,0,https://solanart.io/search/?token=HRnWJbwqeNGGPRvhW8EgrNetqsFFRouZTHVeaU8AvQUm,Orange,Skeleton,Fur Robe,Baller Shades,Headshot,Jngl Grill
2897,21,3381,75.47,https://solanart.io/search/?token=CPv5WKd8AgnTgYCHEGYfVeacyTBC3rC9mmvzg2Feg1zX,Purple,Mutated Zombie,Tri-Color Zip-Up,Questionable,Braids,Cigarette
2898,444,547,0,https://solanart.io/search/?token=AHv4255eZ8hGuggnkvb9j6pBwF8V7D9yZ9ihidqCaJRd,Blue,Scarred,Vest N Tie,Thief,Headshot,Cigar
2900,59.900002,289,0,https://solanart.io/search/?token=9KT3Xy86hLNAFa7tqMWMmjs7jGSXrJjGrj5qJwty7RbR,Pink,Pill,Painting Jacket,Squinted,Unkept Hair,Amused
2903,60,902,0,https://solanart.io/search/?token=2eZnTnXiDkkzRsHUnhhAvHLvxHMmFb6yFRVavV6RyBPw,Purple,Scarred,Cyber Zip-Up,Enucleated,Spartan Helmet,Sassy
2917,80,633,0,https://solanart.io/search/?token=AeAWWbvXriDwZKFQZ4LNFGGPTVoZFXhwt8jrc3F1pLX4,Lilac,Scarred,Exoskeleton,Jngl Intestines,Football Helmet,Amused
2918,50,6534,0,https://solanart.io/search/?token=CXi8U3ugLYCFb6RaKWRPLF6fUFwGQMxrzmjSRrcnyvAa,Red,Naked,Football Pads,Bandages,Antlers,Bubble Gum
2920,30,5471,0,https://solanart.io/search/?token=8SuWx2p8gxb9j3mX7Qatwf45FehBtTvV2vatfQ2son6C,Mint,Robot,Hype Fanny Jacket,Polarized Sunglasses,Medic Cap,Cigarette
2934,66.660004,2347,0,https://solanart.io/search/?token=Dvr1xrKsgFMhBAh9fCtKQg8tSCU4A4f317xBHei9wbMQ,Red,Caution Tape,None,Monocle,Crew Cut,Tnt
2943,20,8295,65.8,https://solanart.io/search/?token=FVHRnbV5gV9JywhEK1UP3B1thkv3B7ZQrNfVkxAoRW43,Blue,Stone,Fur Coat,Cougar Glasses,Pink Bandana,Content
2944,50,6989,0,https://solanart.io/search/?token=Bg3SiQNDiXhxtNsaSqdU7PBBoFaoKoPZtHwUJiH3xpJD,Blue,Tribesman,Space Suit,Superstar Glasses,None,Excited
2948,420,152,0,https://solanart.io/search/?token=5VDkG4qPkMFxMQH9JQZSP8zCvKgthB4z6H2dJvS5XbMV,White,Glitch,Space Suit,Squinted,Devil Horns,Cigarette
2956,36,3049,0,https://solanart.io/search/?token=DK9oVLVSMMjREJxawRFs7TXoK2uUFLAdC1ziaJf99UD5,Yellow,Test Dummy,Tri-Color Zip-Up,Slashed,Headset,Tnt
2968,50,9134,0,https://solanart.io/search/?token=2Bp5zKNnCs5auRqBBAeaffNTKJtxHG3nSgAnGmQbxcVb,Lilac,Glitch,Windbreaker,Baller Shades,None,Tnt
2972,69,2051,0,https://solanart.io/search/?token=Dxm15eUyvisYiQBUw17XEVFG4pZagShEVknUjJJF6pDe,Mint,Stone,Painting Jacket,Eyeball,Hippie Hat,Snake
2976,200,5729,0,https://solanart.io/search/?token=EHWgzuhJMorG1jQU6d9nX6chMQH1YeKqpmBErtdjVeR3,Pink,Naked,Space Suit,Thinking,Racing Helmet,Content
2977,119,58,0,https://solanart.io/search/?token=Ef4Hrt8pHXU8wsLsf6fvh5YceFRkEZdMTe2NXKkKQpZs,Blue,Caution Tape,Space Suit,Aviator Goggles,Cowboy Hat,Vampire
2978,85,9015,0,https://solanart.io/search/?token=EFdpALF5vSN6LK7rxAR6QvncRFi68w287VckSL3qLuJm,Pink,Naked,Knitted Tee,Flip-Up Glasses,None,Stitches
2984,50,5325,0,https://solanart.io/search/?token=zA4soVQtGH9LfBCaze2HxuDQSQBVSJNYRLAneuj6tC9,Red,Intestines,Fur Robe,Eyeball,P-Cap,Content
2992,43,269,0,https://solanart.io/search/?token=D2wdujfXxVkps4XzSNjm3ajVh22vUTZEABwewGr9FoC9,White,Mutated Zombie,Fur Robe,Cyber Gas Mask,Tactical Helmet,Pipe
2996,22,3002,66.99,https://solanart.io/search/?token=FnQapFU1X8jPY7sZpuvB625LY9Fw3yBXX2Zc7rUrh4uM,Green,Caution Tape,Casual Zip-Up,Striped,Racing Helmet,Amused
2998,29,1270,3.92,https://solanart.io/search/?token=89NYrMxXB8Er8tgyMRVUVyKdcSUMMHmhq4fL4w8uXETQ,Green,Mutated Zombie,Alchemist Jacket,Camcorder,Camo Cap,Amused
3005,150,257,0,https://solanart.io/search/?token=21tvgNiuiHW1rso2oK66pVgiDWsHYdVeGbtESn4ecHwy,White,Tribesman,Blingin Polo,Hockey Mask,Professor,Banana
3006,26.690001,2022,24.01,https://solanart.io/search/?token=3t2R3LRRWMoJE2Gb3GBq3BZ3iexZbgMVPRxNhchSGeg3,Pink,Robot,Sliced Cutoff,Mummified,Bucket Hat,Amused
3010,30,8727,0,https://solanart.io/search/?token=HPYYeMBENuzJNJuirgHxjG1phUCYb8D48vkC8GEhjTFZ,White,Naked,Cardigan Sweater,Enucleated,Headset,Excited
3011,25,5342,27.62,https://solanart.io/search/?token=AMHuEQNMp5yeKYMxJkscLgCDys2wFAd4UstdEDNbWbS5,Orange,Tiger,Anorak,Undercover Glasses,Outdoor Hat,Dumbfounded
3012,35,1820,0,https://solanart.io/search/?token=8ULtLMxvguKg36jeAbJT7evyRnZuPekAFwwGsMyL9GNV,Yellow,Stone,Casual Denim Jacket,Meth Scientist,Cig Hat,Snake
3016,44,7655,0,https://solanart.io/search/?token=GfGdqMjf7UBhr7mpcJZ1wizVVyhdDQmNBYPmq2ga9UWp,Lilac,Naked,Cardigan Sweater,Classy Glasses,Pink Bandana,Bubble Gum
3017,72,2047,0,https://solanart.io/search/?token=GDJPdCep5p2EBU1ZRB9Yzk5txTXcfBmmsgtAwqSXa92W,White,Stone,Hype Fanny Jacket,Squinted,Ponytail,Vampire
3019,99,2853,0,https://solanart.io/search/?token=6prEwmznv1YX8XD32bvfWuBrA4D2gSQkiprvMCU57nxM,Green,Tiger,Studded Punk Jacket,Thinking,Cig Hat,Skelly
3020,69.989998,9889,0,https://solanart.io/search/?token=5sZRsR79VzEeMj5AELqXyCyRsJo1GNyC5PxNiPXYSLoJ,Orange,Naked,None,Polarized Sunglasses,None,Dumbfounded
3028,117,7983,0,https://solanart.io/search/?token=8EbbS4gAX1N8KpWUV8NR2E4dMQj5VhsAhuWTt1E5eS7w,Blue,Naked,Casual Denim Jacket,Undercover Glasses,Braids,Excited
3043,20,9087,62.63,https://solanart.io/search/?token=DVm67zjKqHDQcDtAeAxP1JCbbQVPiSx8UexzCS9ggxuo,Purple,Naked,Tri-Color Zip-Up,Aviator Goggles,None,Snake
3045,25,330,47.68,https://solanart.io/search/?token=CbR9ukxPDsQn9YH13AFdjjCoyP4EfSvpLVbxFgiR6FYJ,Yellow,Stone,Straight Jacket,Squinted,Ponytail,Banana
3056,60,2034,0,https://solanart.io/search/?token=ENGJukv2Dy9WVpoWi1rcPKgEBGugXXpwFrBbETTxrbhX,White,Tribesman,Blingin Polo,Thug Life Glasses,Medic Cap,Skelly
3060,89.900002,2743,0,https://solanart.io/search/?token=77whioKZFyCSoyA1wAkXVcQwDLULKG6SkbNwa2nHaZRW,Mint,Caution Tape,Diving Jacket,Crossed Out,Unkept Hair,Excited
3072,35,3646,0,https://solanart.io/search/?token=FMaEyhtxvg9WGnj97XKA3hdY5LQTX3hPM8hmsm61Q3Lg,Red,Naked,Wifebeater,Mummified,Propeller Hat,Stitches
3076,22.49,1722,67.21,https://solanart.io/search/?token=EsgEsdLCfZjNMob2QW5Z62jANniHTBfMHdiQKiA4DYJD,Mint,Mutated Zombie,Fur Coat,Aviator Goggles,Antlers,Snake
3078,60,1832,0,https://solanart.io/search/?token=GijNP3zHvuVUS2HQU1daA4ftRXvmKZedCZNbDdkiK9xr,Orange,Mutated Zombie,Half Zip Pullover,Enucleated,Crown,Cigarette
3094,35,4546,0,https://solanart.io/search/?token=3BDCx5Qeat7F1MdSc9pULoupHXaWAUnPAqyXx5Eh9M7Y,Green,Caution Tape,Tri-Color Zip-Up,Thinking,Backwards Cap,Bubble Gum
3097,37,500,0,https://solanart.io/search/?token=4HDPZj68HXRNgcCDDyrgCBcEFuXaer5sXryxn6QLoUUT,Yellow,Test Dummy,Sliced Cutoff,Superstar Glasses,Headset,Snake
3105,170,124,0,https://solanart.io/search/?token=HV3AbXzHjFcYxGieoYCZjxzxCsUrGK9R4GpA7Kod8zvQ,Lilac,Intestines,Space Suit,Thinking,Headshot,Tnt
3107,33.689999,6612,0,https://solanart.io/search/?token=Ete3WZFpg9Gj4NdmMXJWVimDjevp4NeC5LWiNUVkTRLP,White,Caution Tape,Racing Jacket,Eyeball,Arrow,Excited
