id,price,moonRank,💎 score (%),storeURL,Background,Body,Eyes,Face,Hat,Outfit
2370,35,6755,0,https://solanart.io/search/?token=CMGXYZ1yT8zz2UC1kaWKoQzc9DBhxfyPwtPzXnd8ei1Y,Beige,Infrared Trypophobia,Alert Red,Quiet,Octopus,Suspenders
2410,20,7681,59.14,https://solanart.io/search/?token=Gaa21BnpPqghE78JxmwfwCJRjevaLH1D27enfnCgq7ky,Sky Blue,Blue Tryptamine,Stoned,Shout,Solar System,TyeDye
2441,38.759998,2119,0,https://solanart.io/search/?token=8eTzonTbzF9gdXvwBuzcBpgP7AWDkLHdZdevNXCvC4eq,Dark Shroom,Drippy Blue,Shroom Lennons,Acid Tab,Shroom Cap,Groovy Blue
2444,33,2670,0,https://solanart.io/search/?token=B8qyExA4bfE7BJ9vzXqkHFmqogpugMFygrpHWfSn52pt,Sky Blue,Inferno Trypophobia,Aviators,J,Mind Blown,Purple Tank
2460,30,2583,0,https://solanart.io/search/?token=Dpzt6HYh1PFsmrf7cLNPFcKE9qntet5onaKKkPxFUkMR,Cloudy Orange,Swirls,Pit Vipers,Eyeball,Headband,Mad Scientist
2493,40,5974,0,https://solanart.io/search/?token=9xKgux8SN9NtszQgpp5dCASLydp7bv4Cmb9w4TJi6vrn,Red Circles,Drippy Pink,Spaced Out,Face Melt,,Purple Tank
2519,60,7462,0,https://solanart.io/search/?token=HwWBkSGAEJfHSznzh8QiFG3yKxntRuXGQros26y4vQjM,Lilac,Blue Tryptamine,Rainbow Shades,Pipe,White Bucket,Patchwork Denim
2533,95,1403,0,https://solanart.io/search/?token=5cksm9JVo8dfrv3etDQxLtDahKV7uxbgL4bDKE7seL69,Pink Circles,OJ,3D Glasses,Snarl,Mohawk,White Robe
2536,84.900002,6979,0,https://solanart.io/search/?token=2YsQ29eynP6jh8V2ehgLbjjKhUjXtiiw82641mw5gfJe,Sky Blue,Blue Tryptamine,Stoned,Fangs,Cap,Bat Country
2556,44,1288,0,https://solanart.io/search/?token=M6ZiNj7RJahCPbwYoQf4Bp69XS2rErHoim3Ctt2JDyL,Magenta Swirl,XRay,Rainbow Bliss,XRay Shout,Beanie,I _3 Chorles
2589,60,1154,0,https://solanart.io/search/?token=4sgQg38kfugcdNpCPWsKGAq88VuyczgW2FrFkDBBvLwq,Shroom,DMTree,Radioactive,Acid Tab,Valhalla Helm,Tribal
2612,60,9145,0,https://solanart.io/search/?token=4GEKvTUztLqu1WtYLfb6uDgrkQNnJXYtuaeQKXc3Dmcc,Purple,Purple Tryptamine,Alert Red,Snarl,Mad Hatter,I _3 Chorles
2619,33.330002,1173,0,https://solanart.io/search/?token=7ZQ7XLTW25hT6SzDJeiQFWC9jSCogg8MSWmsNQTNP6oo,Shroom,Skelly,Alert Red,Skull Quiet,Shroom Cap,I _3 Chorles
2623,19,3568,85.61,https://solanart.io/search/?token=88jCdFUn4zVQVtkRXW5yJxmHkZqub1HNLB5JVVgZkj6y,Beige,Galaxy Trypophobia,Rainbow Bliss,J,Banana Split,Purple Tank
2634,20,7123,61.37,https://solanart.io/search/?token=2bhoSsGcMEfrKjhAyU9gj78NPihZowGqdPrsUf9x2FeJ,Lilac,DMTree,Wired,Quiet,Third Eye,Groovy Green
2641,74.5,8558,0,https://solanart.io/search/?token=GsWHGLzvxXYiogPBBaALYepJLKSj3xV4ZJ6MsdYNMoyo,Beige,Marble,Sus,Gold Grill,Paisley Cowboy,White Robe
2676,28,4077,0,https://solanart.io/search/?token=8xY6bc7sotDh7BhAEHorXsw1ZNfqvK7HSP572zgmFW3z,Cotton Candy,Swirls,Rainbow Madness,Pipe,Headband,White Robe
2715,47.799999,866,0,https://solanart.io/search/?token=8k6xj3vYqFSw4qns8Svfak5W14ivTmd9VhLqo1awtJLn,Light,Diamond,Alert Red,J,Field Hat,Psychonaut
2718,155,2208,0,https://solanart.io/search/?token=Ansfeja88fR1bAsQ4udQZERYhK3Uv35JG9qcuFjXtWbK,Dark Shroom,DMTree,Wired,Eyeball,Mad Hatter,Mad Hatter
2749,100,8582,0,https://solanart.io/search/?token=A4GGsKqpRfWihEM1zZQ7Uqqj2HDEX3K92NLjsdYDBWMm,Lilac,Gummy,Sus,Eyeball,Field Hat,I _3 Chorles
2764,100,2566,0,https://solanart.io/search/?token=75Xnhi6WiZzEZup9cngB4prkzZEpseDnxqsfriLqSKef,Lava Green,Diamond,Alert Blue,Shout,Paisley Cowboy,Kimono
2788,79,1381,0,https://solanart.io/search/?token=4GvuVgvbw4N9APap6JrkyX11zvwufyPtVcRZJoCnnaYG,Watercolor,Shroomin,Blue Swirl,Gold Grill,Banana Split,Tux Shirt
2802,43,936,0,https://solanart.io/search/?token=C4iXBwdmayeNiZEneYEEX6ic5s63wnwo2qcJHSir34sB,Magenta Swirl,Drippy Blue,Fire,Balloon Red,Octopus,Bat Country
2844,58.799999,7720,0,https://solanart.io/search/?token=Ax3bXBqQ84ZQuLABWPeKagC1pa6QbgHSZzkix4zv1beo,Beige,Purple Tryptamine,Scuba Glasses,Snarl,Fedora,TyeDye
2869,150,2167,0,https://solanart.io/search/?token=CtiC2Pi3G6TobXoPe5QPgNy1DmXG4rApa85YeWCU4yNS,Lime,Skelly,Rainbow Bliss,Skull Quiet,Mohawk,Blue Tank
2924,48,384,0,https://solanart.io/search/?token=jSEYB9wo2d6X1Q9jVJ6Afw8H1geESbM3P4WgPAsrnkU,Shroom,XRay,Rainbow Shades,XRay Shout,Headband,Groovy Blue
2943,60,1869,0,https://solanart.io/search/?token=FgEDt79U17iFUvoHJ8zbyCkKxArXy7kH36pt8vJmChn6,Lava Purple,Inferno Trypophobia,Alert Red,Ten Strip,Paisley Cowboy,Tribal
2955,32,4674,0,https://solanart.io/search/?token=HYwqXERpgL8ezcHnnLd39n2aD6ZYwQcBvjtQ1pG35S57,Cloudy Orange,Diamond,Rainbow Bliss,Cig,Valhalla Helm,Tux Shirt
2969,25,5562,17.62,https://solanart.io/search/?token=4SKRRk7dFG2uFXJshz7Eo2LRtdZHrmicUM7HaorhoV3q,Sunset,Drippy Pink,Wired,Eyeballs,Cap,Hoodie
2973,65,9779,0,https://solanart.io/search/?token=7bvUySrKHKaaAzA9ENFfbx2pRkrwxzqJC4681GE3YL6c,Purple,Blue Tryptamine,Alert Red,Gold Grill,Beanie,Groovy Blue
2978,50,2763,0,https://solanart.io/search/?token=CnJf2eNzzsQbY4nKsGv4CnFePdXhGtnGBtuRgbXj1Kp9,Purple,Blue Paranoia,Pop Out,Quiet,Field Hat,Scarf
2981,36.900002,627,0,https://solanart.io/search/?token=G1SHbEQ7XWQ8mkuycxHc37mdkimLgiMwxeMCBSWEMx7v,Beige,Skelly,Holy F_k,Skull Shout,Valhalla Helm,Suspenders
2983,63,4565,0,https://solanart.io/search/?token=8kiGYAHugDV1Bw8cdvE8HdHEsGWgW4Yuu9perJxtxey6,Sunset,Diamond,Alert Red,Snarl,Banana Split,Mad Hatter
2988,21,5209,59.04,https://solanart.io/search/?token=F4zuT8SMQxk1BhsAzjxNuGpcaiCeZvb949bTuA9JHXws,Dark Shroom,Blue Tryptamine,Wired,Acid Tab,Headband,Scarf
3018,50,373,0,https://solanart.io/search/?token=4pyfK331R7adEn8KijsVwRx4RDAd3tFN8sS5cWGtCnCY,Pink Circles,Galaxy Trypophobia,Spaced Out,Rainbow Vomit,Octopus,Kimono
3027,120,3813,0,https://solanart.io/search/?token=JAkotXZhFtAVmaoPEkQL39SG2TtU8FwfNpuSgj3KrWyU,Orange Shroom,Drippy Pink,Blue Hypno,Cig,Valhalla Helm,TyeDye
3038,69,2614,0,https://solanart.io/search/?token=BBWq7c8FFbCWWXA1oujnU3trEsWUVocefjVcfCBzHCQF,Cotton Candy,Marble,Aviators,Balloon Red,Solar System,Butterflies
3068,23,4566,41.61,https://solanart.io/search/?token=4PFtXJpbCUs6ZkGJN6kjv3K6KkjaKKhitXfGUB7SLGe6,Lime,DMTree,Aviators,Shout,Third Eye,Blue Tank
3101,40,1220,0,https://solanart.io/search/?token=Aj4fxcq8jFWMR5sAUToW6ty77DbGBWpsaZLc2DUdRtHj,Mulberry Shroom,Drippy Radioactive,Shroom Lennons,Shout,Beanie,Purple Tank
3109,25,8118,7.39,https://solanart.io/search/?token=62cvZnraAFQKGVEAf7Jk6Kxv94YdwsZbviDxkHUHn1FA,Purple,Marble,Aviators,Acid Tab,Valhalla Helm,TyeDye
3151,250,643,0,https://solanart.io/search/?token=8km9SLSYKqvEL4ed3SEXqTtUh2gaDMqE5Rtbc4LQ4eU5,Light,Gummy,Pop Out,Rainbow Drool,Paisley Cowboy,Paisley Suit
3164,57,3250,0,https://solanart.io/search/?token=DYZ2DEGHvfikZZnxBJR2zrysL5F3Ea4sZGsiB5Gw1ZBH,Peach,Inferno Trypophobia,Radioactive,Eyeball,Third Eye,Tribal
3167,45,8029,0,https://solanart.io/search/?token=Gt79uC82UqUHiTqAhqyRqy5HPyEaPFsxJK9eqY4DNV6H,Purple,Blue Tryptamine,Wired,Balloon Purple,Valhalla Helm,Mad Hatter
3172,21,6875,52.36,https://solanart.io/search/?token=DGXGdfHTPk95DqeXW1bHtyNNf5vK5vZRaJmq3BGN7H33,Watercolor,Marble,Scuba Glasses,Shout,Paisley Cowboy,Tribal
3179,35,729,0,https://solanart.io/search/?token=4gjypA5JHnPXqFpQZxNwwZPJBc9D5ewfz1DXybjx1U3d,Magenta Swirl,Feathers,Orange Hypno,Ten Strip,Field Hat,TyeDye
3213,100,5196,0,https://solanart.io/search/?token=GTR2wrHWiLcTxmTJcef6d5XyJQXYmM4gq3AU4tRNXNa1,Dark Shroom,Purple Paranoia,Spaced Out,Diamond Grill,Beanie,I _3 Chorles
3220,80,805,0,https://solanart.io/search/?token=DCh7xdVTCiDn4Ce7xYyGpdMBC1vv3dQ9aiv7FYCaYv5W,Green Flower,Purple Paranoia,Alert Blue,Rainbow Vomit,Shroom Cap,Mad Hatter
3243,300,196,0,https://solanart.io/search/?token=5RE2hGLTLgSKvS9GoLkZhorRh3ki8SwH7CwiCLPhpF3q,Green Flower,Inferno Trypophobia,Orange Slices,Snarl,Mad Hatter,Suspenders
3246,42.696899,2068,0,https://solanart.io/search/?token=72PcVQVfQU7NMEWqRX4q1c8KPTN5aFGHtPix13RWJX2N,Peach,OJ,Stoned,Fangs,Valhalla Helm,Blue Tank
3251,60,7236,0,https://solanart.io/search/?token=36MgcxthEYCtvdH95uGuGwj8F4X638QSycW4fmV8k6dR,Green Flower,Drippy Pink,Blue Shades,Eyeball,Third Eye,I _3 Chorles
3282,35,3347,0,https://solanart.io/search/?token=98aMxJY6W9yQA8PtdLdktD1uruMnNXPmoRDpyGwnEnsK,Purple,Feathers,Alert Red,Diamond Grill,Shroom Cap,Groovy Blue
3324,80,5677,0,https://solanart.io/search/?token=PDhfho2ZDBSvPAWS7NJszioW56kn6fjS3HfRG46CQDY,Watercolor,Inferno Trypophobia,Rainbow Shades,Eyeball,,Coogi
3330,65,686,0,https://solanart.io/search/?token=4ijq3dWUxtqorhuSSZ3pxPrJaZBGiAQpDXoDGzYLMEy2,Sand,Infrared Trypophobia,Laser Eyes,Gold Grill,Mind Blown,Suspenders
3338,24,7700,19.06,https://solanart.io/search/?token=7aH2erBMEVvdsyiHVYHW3RriyQ3viAaL14nP91Qqoy4t,Sky Blue,Purple Tryptamine,Pop Out,Shout,Third Eye,Purple Tank
3343,69.690002,3717,0,https://solanart.io/search/?token=D3LsqngC2ch64AnJRcboLxFvR4tmPowLyfPE9wDkMmqo,Sky Blue,Fig,Blue Swirl,Acid Tab,Field Hat,TyeDye
3344,20,5893,66.3,https://solanart.io/search/?token=5sYZVMtGFGV7mvwuNcG68wjdiCTzPBRs9Ztbk9szHQZS,Sky Blue,Drippy Blue,Alert Blue,Trippy Grill,Valhalla Helm,Groovy Blue
3347,27,2826,8.58,https://solanart.io/search/?token=FNnXyZVVm5pRQwzyR68hYEMF2Mwn1meWnUvbVS2NEsSk,Green Flower,Drippy Radioactive,Spaced Out,Tats,Beanie,Blue Tank
3357,68,5493,0,https://solanart.io/search/?token=777oFUvH5iJVYdh2v6ho3dmVBCsjrFF3hGSiKwQmvWcC,Lime,Purple Paranoia,Blue Swirl,Quiet,Valhalla Helm,Paisley Suit
3367,128,5007,0,https://solanart.io/search/?token=AMXzJ2sfYqZDmGx5ruJTuVrTQX7UN6Yw41LUztz11NSB,Magenta Swirl,Blue Tryptamine,420 Glasses,Diamond Grill,Headband,Blue Tank
3411,20,6290,64.71,https://solanart.io/search/?token=AAhugkTXb4DfiCuoAZaraQubc7x53P7huSpNqtL69K2u,Orange Shroom,Purple Tryptamine,Fire,Quiet,Third Eye,I _3 Chorles
3413,105,633,0,https://solanart.io/search/?token=Dhowk5iBNvKtXubWqUp2iM1RhFEuqrRp6MWYmDeuiS7J,Sky Blue,Feathers,Pit Vipers,Diamond Grill,Fedora,Kimono
3417,40,4113,0,https://solanart.io/search/?token=CKhikvp53mVkBJPnV8wN8zKc3Dq4qCRUu9mUKGXxvRZS,Lilac,Galaxy Trypophobia,Alert Red,Cig,White Bucket,Psychonaut
3444,25,1928,32.18,https://solanart.io/search/?token=GWmG9UaQ6me6DPZV1eavVsBDCpLbv59HwetyoBeMFmBp,Magenta Swirl,DMTree,Rainbow Bliss,Eyeballs,Solar System,I _3 Chorles
3473,27.5,2422,5.2,https://solanart.io/search/?token=94kH7Q4fYvK1ZaBcFYUCxAhZ9svSAjbDpqeEuXjZU3Ky,Beige,Drippy Radioactive,Pit Vipers,Quiet,Octopus,Bat Country
3474,555,537,0,https://solanart.io/search/?token=9qGaUPBgvMCT7mJA63EMz9oBwEuafsnov6BMZR6d4T7H,Sky Blue,OJ,Blue Swirl,Rainbow Vomit,Valhalla Helm,Blue Tank
3506,24,4425,32.18,https://solanart.io/search/?token=CduNKAgXbeQ77Rt4XovAT7ovtvNKewyU61RpjNiYesdx,Mint,Drippy Sol,Pit Vipers,Snarl,Fedora,Purple Tank
3510,45,8746,0,https://solanart.io/search/?token=9fc2q66yBW9j1pYbQWpb5WRukHXD8tTuAgEBXiNvz1W7,Beige,Drippy Pink,Rainbow Bliss,Shout,Third Eye,Tux Shirt
3525,83,8201,0,https://solanart.io/search/?token=6BxXV9PE669GczEmELNbUP18uKdC4CMKxXwJ9fAfnriT,Pink Circles,Purple Tryptamine,Sus,Quiet,Solar System,Blue Tank
3531,27,3095,7.5,https://solanart.io/search/?token=Aee9Rxnr4up1vvMHnwjKK4TzGzEf5Ktf3cvvNtmhhXod,Sand,Drippy Radioactive,3D Glasses,Snarl,Field Hat,Groovy Blue
3533,45,8589,0,https://solanart.io/search/?token=AEdh6bjZMfU3NUZKBXrv1M8JqAKUHjVRyBC7BdCuxFLe,Sand,Purple Tryptamine,Blue Shades,Gold Grill,Valhalla Helm,I _3 Chorles
3557,125,185,0,https://solanart.io/search/?token=CMbDgtDPteiBxiPnqKeypyezVyQRomdyzcefQ6wv9Nzf,Peach Flower,Diamond,Laser Eyes,Shout,Valhalla Helm,Psychonaut
3560,25,2383,30.36,https://solanart.io/search/?token=6yhCe3eYd3Wabc5UKPw3JJY24u2G6KGk5wHxWWcDBN8K,Red Tryptamine,Blue Tryptamine,Rainbow Madness,Acid Tab,Third Eye,Coogi
3588,19.690001,9588,54.6,https://solanart.io/search/?token=39zWdtnEEJQTARBnRNyTg9HNXcdVXnc7eNrU7aPq3Ypp,Peach,Purple Tryptamine,Blue Shades,Snarl,White Bucket,Tribal
3603,40,3412,0,https://solanart.io/search/?token=DsgDD44RQ21xUxWsv8uMC5WffhLXwMUpyN6cizeRkp7v,Lime,Fig,Rainbow Bliss,Quiet,White Bucket,White Rabbit
3631,30,3191,0,https://solanart.io/search/?token=7Fj5cq6oUpCFYwBMEEPWyJoVvpvkkayzRuq8xNyVuPKh,Orange Flower,Galaxy Trypophobia,Rainbow Bliss,Cig,Valhalla Helm,TyeDye
3643,30,6672,0,https://solanart.io/search/?token=14X4pLi6gapzJ9tuK17zopEQiYADQxT6JBYBkTRYUZ4Y,Lime,Purple Tryptamine,Blue Shades,Quiet,Mad Hatter,Patchwork Denim
3669,99.989998,5567,0,https://solanart.io/search/?token=Fa89CTnBHsYQx15RLQ6ARUcKSw6nwk7PP4dU86AxiHBL,Lime,Marble,420 Glasses,Fangs,Apesolem,Brown Robe
3679,79,1489,0,https://solanart.io/search/?token=5QqGerL8sNyTS2RsfNQJx6ZPvssRCQewXjY41TVbter5,Cloudy Orange,Drippy Radioactive,Rainbow Madness,Balloon Purple,Third Eye,Groovy Green
3683,79,2750,0,https://solanart.io/search/?token=BCfX5PkQmsyEZbba1UaySRc2P9cNUN1YTDH2aRra6otQ,Sunset,Purple Tryptamine,Scuba Glasses,Balloon Red,Solar System,Suspenders
3690,22,7308,40.63,https://solanart.io/search/?token=jET7yaQVAp9ZiwHNmphagsxPx9Xn6WXvpPDpk5ErDsH,Purple,Purple Tryptamine,Spaced Out,Diamond Grill,,Hoodie
3702,39,2004,0,https://solanart.io/search/?token=FTrDcs4Wf8gXcZDyWGUSjiDFj5raJKyjuAt381Rfbt8P,Lime,Feathers,Blue Hypno,Pipe,Paisley Cowboy,Varsity
3706,52.5,7729,0,https://solanart.io/search/?token=7jo87Mub8xVe4fJGZyTgq8J9LspfHmCMnZkkMNxUnDkL,Sky Blue,Purple Paranoia,420 Glasses,Eyeball,Paisley Cowboy,Groovy Green
3714,20,7835,58.52,https://solanart.io/search/?token=CjaCmdsz5s6NTVeYB7DSfpYGrcqPypBSaHw3pMzRh6Se,Peach Flower,Drippy Pink,Spaced Out,Snarl,,TyeDye
3746,24,8028,17.75,https://solanart.io/search/?token=2Q3ikaiJTMs1W7FF8CKZehuYUP736M63iSwFMCfLrqN9,Peach,Swirls,Aviators,Quiet,Paisley Cowboy,Tribal
3809,45,362,0,https://solanart.io/search/?token=4Uu7RbJtacGFBT3tKhKzYoN2eiBdqWTtKqgenJFHRQwN,Watercolor,Blue Paranoia,Shroom Lennons,Ten Strip Blue,Field Hat,Blue Tank
3821,25.111,3685,24.03,https://solanart.io/search/?token=3gT5VbEAqj88BuDR2FLPg32y7wq1v8epmEY5c62K2yag,Beige,Marble,Orange Hypno,Pizza,Paisley Cowboy,Suspenders
3865,62.700001,5967,0,https://solanart.io/search/?token=Hfr2rs4gxB4UxZL2TKjfZjS4zhvNT8ZnQtrK6Nm8U2KF,Orange Shroom,Blue Tryptamine,3D Glasses,Pipe,Fedora,Blue Tank
3881,500,3137,0,https://solanart.io/search/?token=7uk48L7acSoojg6Xxb96M5krkYzjG5z5kKdFyvsqiiTv,Peach,DMTree,Blue Shades,Pipe,Solar System,White Robe
3884,70,491,0,https://solanart.io/search/?token=UR8LMPv7P6GmZLJqTWJkfH66DYu3zaNwEf64z3rVobZ,Lava Purple,Inferno Trypophobia,Radioactive,Fangs,Crown,Groovy Green
3898,48.48,5754,0,https://solanart.io/search/?token=DFJM4zp9QJjpy96YWrQWTve3sNV6L9TNwUaegf6V2d6B,Cotton Candy,Drippy Blue,Blue Shades,Tats,Mind Blown,White Robe
3909,32,5823,0,https://solanart.io/search/?token=79jSfuKczzSQXuEB5QpWNddDFNBW7xyECoABb3rRw8or,Beige,Purple Tryptamine,Alert Blue,Trippy Grill,Headband,Coogi
3936,68,964,0,https://solanart.io/search/?token=2hjwKuy35eYgaPLQGtboPzyr2CuAqFWGaHiMRWBY1To1,Purple Swirl,DMTree,HUD,Snarl,Valhalla Helm,Purple Tank
3943,50,1043,0,https://solanart.io/search/?token=6x5n9Ybyx6VoyrTZCbQDaCnbDtsPt2MekMroDXKFZ8jF,Purple,OJ,Blue Hypno,Acid Tab,Banana Split,Blue Tank
3951,40,825,0,https://solanart.io/search/?token=4SkqVoF6Pb8XWSaNJaFwPooJhmaUdF3TM6fPyHcW7XAw,Mint,Inferno Trypophobia,Aviators,Diamond Grill,Cap,Scarf
3956,88.879997,446,0,https://solanart.io/search/?token=4nkYeGWG6rATmS5LaNG1s5AcouPRZ26kEMDckXk9VWoV,Lava Green,Galaxy Trypophobia,Pit Vipers,Snarl,Shroom Cap,White Rabbit
3958,20,9146,53.27,https://solanart.io/search/?token=9TfXpZBiJDgYotkSftFr4rVWR61PjhcrMimADFBzzKaL,Lilac,Purple Tryptamine,Alert Red,Quiet,Third Eye,Birthday Suit
3969,69.690002,484,0,https://solanart.io/search/?token=Btnm3GAb6LzdvZKRH6t3xjVayX5umsvVSZCxtc77nUcm,Light,Galaxy Trypophobia,Holy F_k,Face Melt,Octopus,Psychonaut
3989,43,2536,0,https://solanart.io/search/?token=4oChwXbkcuPh4CgmePi6dhKkGtcRAiw7cWwuaakRBVPB,Lime,Fig,Rainbow Bliss,Face Melt,Valhalla Helm,Varsity
4000,24.870001,3634,26.65,https://solanart.io/search/?token=3RikjRKwFeuw8ShXf1Q47YFCBDnhvF2eT1ECteyuEESA,Peach Flower,Swirls,Spaced Out,Diamond Grill,Headband,Mad Hatter
4024,50,2363,0,https://solanart.io/search/?token=4ryJ2mshpmFoDjJJLAMfeSb59xr2s1KUgAmyQ3Xxhzke,Lime,Swirls,Electric,Eyeball,Third Eye,Butterflies
4029,200,1279,0,https://solanart.io/search/?token=44CpwAtRavmq9FevbUHoKCPJDTCq5DouugQyy9LdEq65,Mint,Drippy Radioactive,3D Glasses,Pizza,Mind Blown,Blue Tank
4043,24.690001,6839,15.61,https://solanart.io/search/?token=EFoFuKc8bc525hQGKejRnRUrvRyek7mdptnZAPuz7Ga3,Lime,Purple Tryptamine,HUD,Cig,Fedora,I _3 Chorles
4084,85,2160,0,https://solanart.io/search/?token=DtHAL4FNaPtRaZpkxPP2fAiF4qAKBHaFFrgs5trgoV41,Pink Circles,Gummy,Rainbow Bliss,J,Valhalla Helm,Varsity
4093,56.689999,2711,0,https://solanart.io/search/?token=Febt1AXeknzQvLu2ss47NaNc8yQZTFiNfeGejif3Gtiq,Sunset,Swirls,420 Glasses,Rainbow Vomit,Fedora,Suspenders
4100,70,1341,0,https://solanart.io/search/?token=HKXTQm5ei7PtQKABDKmHSmfY3bLLK8jAVh9rq5F4UiUf,Pink Circles,OJ,Blue Hypno,Quiet,Valhalla Helm,Tux Shirt
4103,29.950001,1161,0,https://solanart.io/search/?token=KVYBCdzSe2fAC8BNk91WF9uaavfRy3ZvtUqtmdasTwq,Green Flower,Blue Tryptamine,Rainbow Madness,Snarl,Shroom Cap,Scarf
4104,90,176,0,https://solanart.io/search/?token=ACYD7MgkFaczHWetk9BgqpvamLbT6wHD7qxG4vncbeYU,Orange Flower,XRay,Orange Hypno,XRay Shout,White Bucket,TyeDye
4105,42.403999,7506,0,https://solanart.io/search/?token=9JdULbdk2xzHLytfeq5nQxKyhRWhUZuCKk9RVDSXZ3Wc,Peach,Drippy Blue,Wired,Acid Tab,Octopus,Tribal
4147,69.690002,4578,0,https://solanart.io/search/?token=GpVTAmu92kLFr6amZ6EYjfJnY6FLGX3KQkHgasS7anGr,Peach,Swirls,Blue Shades,Eyeball,Crown,Paisley Suit
4191,40,961,0,https://solanart.io/search/?token=6auxHJzp1yhdjAC197A6RqWjwTHj4CZXsgZ1GcCN4VrN,Sunset,Gold,Rainbow Madness,Acid Tab,Octopus,Brown Robe
4212,55.490002,4372,0,https://solanart.io/search/?token=GQVoDQKUhRV62tWH8D4xZG8j9P2HcNvSGUnrxE7mqFS5,Lime,OJ,Spaced Out,Shout,Mind Blown,Mad Hatter
4245,59,3923,0,https://solanart.io/search/?token=FhY6JxhMbxYobiYgN7qeWeiMB41LBF7HwdQAn4opYjca,Beige,Diamond,Alert Red,Face Melt,Field Hat,Groovy Green
4252,30,3478,0,https://solanart.io/search/?token=XVnWmSQBCkpJ8voQ2ZBz2qF34QhyTBrkEm8PLb1C9jx,Watercolor,Fig,Blue Shades,Eyeball,Shroom Cap,Paisley Suit
4267,25,8751,4.85,https://solanart.io/search/?token=GDaqgFi1NJ1sZGEAQxLoDZ3JkoB84opY9KydDRq8AWs6,Beige,Drippy Sol,Spaced Out,Snarl,Beanie,Tribal
4279,50,8418,0,https://solanart.io/search/?token=BJedLs1ZMoC4DeqVqGDgaNg52W4Z9vCfg2ajSEsnc4GV,Light,Purple Tryptamine,Alert Red,Eyeball,Valhalla Helm,Black Robe
4281,69,3599,0,https://solanart.io/search/?token=2ysFdby57xz7bkcLA44VY13BdQKCG7Snwv3CHniQfaiy,Sunset,Purple Tryptamine,Scuba Glasses,Ten Strip,Paisley Cowboy,TyeDye
4296,45,8394,0,https://solanart.io/search/?token=9Xa67maUVtfLTx9aSfQSu2pMj2RGCtHNEMtQbKiCRVe,Light,Fig,Sus,Eyeball,,I _3 Chorles
4339,28,5380,0,https://solanart.io/search/?token=3DWCNLqzzTAQUXsvjDEBjEoidZzS57a8ygVXmecq3M9m,Dark Shroom,Marble,Rainbow Bliss,Ten Strip,Solar System,I _3 Chorles
4350,120,370,0,https://solanart.io/search/?token=Fpr7W51py4Qbk7xPUN77g4NY1Zy9XS3ap5f2SY3FHzR,Sunset,XRay,Rainbow Madness,XRay Shout,White Bucket,Groovy Green
4373,22.219999,4112,51.23,https://solanart.io/search/?token=6joAwx2ekSnLiLzBy8BdytB2AhJx5X6MMc7Agavet9fU,Lava Green,Drippy Blue,Sus,Diamond Grill,Cap,Birthday Suit
4395,25,8396,6.27,https://solanart.io/search/?token=BzMkPgp6FpyhbJYMQZMByGYKprpqHnyEETrkrPkA2Dhi,Purple,Swirls,Sus,Shout,Valhalla Helm,Brown Robe
4428,19.940001,9506,52.43,https://solanart.io/search/?token=7kqnWQCZtEuVD169b1LVQDHisbTYjprM21MpQQV5GKe6,Purple,Drippy Blue,Rainbow Bliss,Snarl,Cap,Groovy Green
4467,76.900002,1950,0,https://solanart.io/search/?token=GeHUqQ3N4jRidicR5ABXa1yq1YZv9JrHoT1dgZ7HMLof,Mulberry Shroom,Drippy Blue,Pop Out,Snarl,Octopus,Brown Robe
4540,117,5601,0,https://solanart.io/search/?token=Fn2NDanXqgn5aWfniKTChKmxEX8WC4aG9FFo77ZA6qVH,Peach,Swirls,Blue Shades,Snarl,White Bucket,White Rabbit
4576,150,1664,0,https://solanart.io/search/?token=H2fB55QNxBf6VBGjQuL47fvYqiv22c9BpRCrb8yuSXE4,Lava Green,Blue Paranoia,Orange Hypno,J,Valhalla Helm,TyeDye
4589,79,7253,0,https://solanart.io/search/?token=3xuYkobT8JsAKd3XaEZ83MMs8iSuBTaA9WpWVC5ih4Bp,Peach,Swirls,Holy F_k,Quiet,Field Hat,Mad Hatter
4611,34,5901,0,https://solanart.io/search/?token=4eho2ELb9uRmCFZMm7RTiRtSwF3PANzUVxCyrGfdLipZ,Beige,Purple Tryptamine,Sus,Balloon Purple,Valhalla Helm,Butterflies
4629,31,1328,0,https://solanart.io/search/?token=9D3t62Yq8UGpHYFrxxGNFTt3iPPGaCU8u6d6azqTSYos,Purple Swirl,Infrared Trypophobia,Fire,Shout,Beanie,Scarf
4638,108,1956,0,https://solanart.io/search/?token=7NCZdKyY5XLceMTXycwYUm2vmAtrPJqr7XjuWh3jzo6S,Red Tryptamine,Purple Tryptamine,Rainbow Bliss,Trippy Grill,Banana Split,Purple Tank
4645,57,7098,0,https://solanart.io/search/?token=398niBHU3VgNfCXJu1j1dTrAJYL4JhcUEcssRspwNomD,Lilac,OJ,Sus,Snarl,Cap,I _3 Chorles
4668,27,4665,1.22,https://solanart.io/search/?token=FfYYJtL4hq2jnLAR2645F21gCWCDm4dtEHx6txtNbEPC,Lime,Inferno Trypophobia,Wired,Acid Tab,Field Hat,White Robe
4679,44.419998,8965,0,https://solanart.io/search/?token=8VRZgtfZ9H6aA7Xow21neacohTq6rnKdj8R71Q7PcQWF,Sky Blue,Drippy Pink,Sus,Quiet,Mohawk,White Robe
